zip,latitude,longitude,city,state,population,area,density,time_zone
42553,37.1712,-84.6970,Science Hill,KY,5260,61.9176,84.95,America/New_York
42602,36.7316,-85.1332,Albany,KY,10111,189.5086,53.35,America/Chicago
42629,36.9248,-85.1168,Jamestown,KY,5410,108.7923,49.73,America/Chicago
42633,36.7929,-84.8304,Monticello,KY,19911,431.8920,46.10,America/Kentucky/Monticello
42634,36.8792,-84.4193,Parkers Lake,KY,1839,107.5821,17.09,America/New_York
42635,36.6807,-84.3984,Pine Knot,KY,4602,21.1026,218.08,America/New_York
42642,37.0551,-85.0375,Russell Springs,KY,12423,138.2290,89.87,America/Chicago
42653,36.7779,-84.4574,Whitley City,KY,4922,84.4620,58.27,America/New_York
42567,37.2642,-84.6065,Eubank,KY,5965,90.6732,65.79,America/New_York
42649,36.6246,-84.4225,Strunk,KY,2514,77.6528,32.37,America/New_York
42565,37.1550,-84.8935,Windsor,KY,514,18.7223,27.45,America/New_York
42701,37.7050,-85.8358,Elizabethtown,KY,50987,167.8276,303.81,America/New_York
42712,37.5632,-86.1597,Big Clifty,KY,1534,43.5500,35.22,America/New_York
42713,37.3832,-85.8831,Bonnieville,KY,1916,47.7272,40.14,America/Chicago
42716,37.4765,-85.6085,Buffalo,KY,1578,36.0514,43.77,America/New_York
42717,36.7819,-85.3789,Burkesville,KY,6648,301.9772,22.01,America/Chicago
42718,37.3873,-85.3736,Campbellsville,KY,25597,265.6735,96.35,America/New_York
42721,37.4215,-86.4968,Caneyville,KY,3570,130.0362,27.45,America/Chicago
42724,37.6730,-86.0646,Cecilia,KY,5171,84.5989,61.12,America/New_York
42726,37.4249,-86.1491,Clarkson,KY,5016,110.6679,45.32,America/Chicago
42728,37.1109,-85.2885,Columbia,KY,17032,342.5046,49.73,America/Chicago
42729,37.2976,-86.0941,Cub Run,KY,1464,47.5003,30.82,America/Chicago
42732,37.6060,-86.1139,Eastview,KY,2109,57.7510,36.52,America/New_York
42740,37.5921,-85.9405,Glendale,KY,1838,29.5690,62.16,America/New_York
42722,37.2754,-85.7169,Canmer,KY,466,11.3159,41.18,America/Chicago
42743,37.2289,-85.5308,Greensburg,KY,9145,211.4313,43.25,America/Chicago
42748,37.5710,-85.7085,Hodgenville,KY,8882,134.4846,66.04,America/New_York
42749,37.1895,-85.8802,Horse Cave,KY,5346,92.9775,57.50,America/Chicago
42753,37.2236,-85.1851,Knifley,KY,679,23.4074,29.01,America/Chicago
42754,37.4760,-86.3146,Leitchfield,KY,16309,199.9028,81.58,America/Chicago
42757,37.4006,-85.7207,Magnolia,KY,2863,78.9579,36.26,America/Chicago
42765,37.3140,-85.9217,Munfordville,KY,6429,129.9607,49.47,America/Chicago
42776,37.5136,-85.9165,Sonora,KY,2481,61.4051,40.40,America/New_York
42784,37.4512,-85.9207,Upton,KY,2189,48.8542,44.81,America/Chicago
42782,37.3440,-85.6316,Summersville,KY,1001,37.1623,26.94,America/Chicago
42746,37.2119,-85.7336,Hardyville,KY,1746,43.2137,40.40,America/Chicago
42741,36.9953,-85.2406,Glens Fork,KY,385,11.9878,32.12,America/Chicago
43001,40.0887,-82.6136,Alexandria,OH,2810,31.0873,90.39,America/New_York
43003,40.4103,-82.9754,Ashley,OH,3005,34.9469,85.99,America/New_York
43004,40.0158,-82.8001,Blacklick,OH,26139,14.8810,1756.53,America/New_York
43008,39.9338,-82.4814,Buckeye Lake,OH,2614,1.5713,1663.55,America/New_York
43009,40.1725,-83.6415,Cable,OH,2453,39.6280,61.90,America/New_York
43010,39.9995,-83.6220,Catawba,OH,260,0.2206,1178.70,America/New_York
43011,40.3105,-82.6862,Centerburg,OH,7722,84.9424,90.91,America/New_York
43014,40.4713,-82.2564,Danville,OH,3507,63.5709,55.17,America/New_York
43015,40.2968,-83.0607,Delaware,OH,55462,144.1049,384.87,America/New_York
43016,40.0986,-83.1538,Dublin,OH,36260,20.9833,1728.04,America/New_York
43017,40.1168,-83.1301,Dublin,OH,40649,18.2178,2231.28,America/New_York
43019,40.4934,-82.5764,Fredericktown,OH,9295,112.8559,82.36,America/New_York
43013,40.2322,-82.6877,Croton,OH,809,12.9609,62.42,America/New_York
43002,40.0633,-83.1739,Amlin,OH,3744,1.6570,2259.51,America/New_York
43021,40.2010,-82.8843,Galena,OH,12327,42.6477,289.04,America/New_York
43022,40.3383,-82.3397,Gambier,OH,4500,44.6648,100.75,America/New_York
43023,40.0753,-82.5318,Granville,OH,13864,54.3443,255.11,America/New_York
43025,39.9663,-82.5168,Hebron,OH,5100,33.6027,151.77,America/New_York
43026,40.0228,-83.1855,Hilliard,OH,62169,40.3625,1540.27,America/New_York
43028,40.4003,-82.2935,Howard,OH,8335,59.1574,140.90,America/New_York
43029,40.0951,-83.4586,Irwin,OH,563,19.9427,28.23,America/New_York
43031,40.1610,-82.6662,Johnstown,OH,13408,96.9449,138.31,America/New_York
43033,39.9609,-82.6001,Kirkersville,OH,298,0.3489,854.18,America/New_York
43035,40.1891,-82.9951,Lewis Center,OH,27011,21.3972,1262.36,America/New_York
43036,40.3523,-83.2623,Magnetic Springs,OH,270,0.2233,1209.01,America/New_York
43037,40.2780,-82.3258,Martinsburg,OH,301,2.5999,115.77,America/New_York
43040,40.2610,-83.3596,Marysville,OH,34169,179.7373,190.11,America/New_York
43044,40.0503,-83.5642,Mechanicsburg,OH,4866,69.0725,70.45,America/New_York
43045,40.1699,-83.4486,Milford Center,OH,1982,38.4550,51.54,America/New_York
43072,40.1164,-83.9563,Saint Paris,OH,5701,70.5502,80.81,America/New_York
43046,39.8986,-82.5412,Millersport,OH,3812,28.5237,133.64,America/New_York
43050,40.3723,-82.4956,Mount Vernon,OH,28508,153.0876,186.22,America/New_York
43054,40.0808,-82.8035,New Albany,OH,26953,26.2660,1026.15,America/New_York
43055,40.1178,-82.3765,Newark,OH,61904,117.1630,528.36,America/New_York
43056,40.0114,-82.3351,Heath,OH,19039,93.7627,203.06,America/New_York
43060,40.2200,-83.5725,North Lewisburg,OH,2809,29.0767,96.61,America/New_York
43061,40.2866,-83.2033,Ostrander,OH,4278,48.7240,87.80,America/New_York
43062,40.0075,-82.6828,Pataskala,OH,29460,84.0071,350.68,America/New_York
43064,40.0981,-83.2878,Plain City,OH,14243,116.5096,122.25,America/New_York
43065,40.1776,-83.0937,Powell,OH,42782,31.8209,1344.46,America/New_York
43066,40.3977,-83.1645,Radnor,OH,1239,35.9684,34.45,America/New_York
43067,40.3458,-83.4708,Raymond,OH,1458,28.5755,51.02,America/New_York
43068,39.9564,-82.7850,Reynoldsburg,OH,55225,20.6134,2679.08,America/New_York
43071,40.1842,-82.3582,Saint Louisville,OH,1986,28.7190,69.15,America/New_York
43074,40.2783,-82.8496,Sunbury,OH,13229,98.4151,134.42,America/New_York
43076,39.8964,-82.3976,Thornville,OH,8421,66.6263,126.39,America/New_York
43077,40.1365,-83.3410,Unionville Center,OH,369,0.2735,1349.13,America/New_York
43078,40.1128,-83.7764,Urbana,OH,20446,149.2295,137.01,America/New_York
43080,40.2427,-82.4290,Utica,OH,5254,70.4368,74.59,America/New_York
43081,40.1106,-82.8913,Westerville,OH,61572,27.1320,2269.35,America/New_York
43082,40.1524,-82.8820,Westerville,OH,33636,24.8411,1354.05,America/New_York
43085,40.0999,-83.0157,Columbus,OH,26216,8.3049,3156.68,America/New_York
43102,39.6396,-82.7630,Amanda,OH,4500,59.2989,75.89,America/New_York
43103,39.7257,-82.9354,Ashville,OH,11006,85.8472,128.20,America/New_York
43105,39.8636,-82.6166,Baltimore,OH,7626,53.6323,142.19,America/New_York
43106,39.6423,-83.4212,Bloomingburg,OH,1589,37.1828,42.73,America/New_York
43107,39.6908,-82.4096,Bremen,OH,3399,32.3242,105.15,America/New_York
43101,39.4647,-82.7456,Adelphi,OH,285,0.2050,1390.05,America/New_York
43109,39.9123,-82.8340,Brice,OH,82,0.1088,753.69,America/New_York
43110,39.8263,-82.7995,Canal Winchester,OH,38817,57.5992,673.92,America/New_York
43112,39.7967,-82.7036,Carroll,OH,4945,37.3635,132.35,America/New_York
43113,39.5909,-82.9632,Circleville,OH,24341,168.7273,144.26,America/New_York
43115,39.4915,-83.1627,Clarksburg,OH,1493,54.3821,27.45,America/New_York
43116,39.7716,-83.0615,Commercial Point,OH,1563,1.0146,1540.53,America/New_York
43119,39.9357,-83.2007,Galloway,OH,28551,32.7693,871.27,America/New_York
43123,39.8686,-83.1199,Grove City,OH,65442,66.7035,981.09,America/New_York
43125,39.8366,-82.8845,Groveport,OH,13551,34.9737,387.46,America/New_York
43126,39.8139,-83.1665,Harrisburg,OH,498,0.7041,707.33,America/New_York
43128,39.6641,-83.5775,Jeffersonville,OH,2558,52.8155,48.43,America/New_York
43130,39.6988,-82.6105,Lancaster,OH,61259,166.4477,368.04,America/New_York
43135,39.4664,-82.6976,Laurelville,OH,3914,83.9557,46.62,America/New_York
43136,39.8014,-82.8125,Lithopolis,OH,690,0.4165,1656.82,America/New_York
43127,39.4805,-82.3242,Haydenville,OH,240,0.4911,488.73,America/New_York
43138,39.5220,-82.4110,Logan,OH,18107,173.0482,104.64,America/New_York
43140,39.8830,-83.4300,London,OH,24514,226.4331,108.26,America/New_York
43143,39.7167,-83.2940,Mount Sterling,OH,5762,134.8315,42.73,America/New_York
43144,39.5285,-82.1921,Murray City,OH,401,5.9094,67.86,America/New_York
43145,39.5654,-83.2584,New Holland,OH,2189,61.6918,35.48,America/New_York
43146,39.7743,-83.1416,Orient,OH,12275,79.2542,154.88,America/New_York
43147,39.8993,-82.7421,Pickerington,OH,41000,31.0883,1318.82,America/New_York
43148,39.8167,-82.4995,Pleasantville,OH,2350,26.2997,89.35,America/New_York
43150,39.7733,-82.4093,Rushville,OH,2158,23.0168,93.76,America/New_York
43151,39.7329,-83.4764,Sedalia,OH,316,0.2853,1107.48,America/New_York
43152,39.3944,-82.6148,South Bloomingville,OH,787,37.0564,21.24,America/New_York
43153,39.7397,-83.5701,South Solon,OH,742,40.3504,18.39,America/New_York
43154,39.6008,-82.8288,Stoutsville,OH,3770,29.6457,127.17,America/New_York
43155,39.6261,-82.5249,Sugar Grove,OH,2669,31.8057,83.92,America/New_York
43142,39.5934,-83.5874,Milledgeville,OH,102,0.0646,1579.38,America/New_York
43157,39.8427,-82.5461,Thurston,OH,648,0.3664,1768.70,America/New_York
43160,39.5265,-83.4427,Washington Court House,OH,21854,210.9468,103.60,America/New_York
43162,39.9434,-83.3045,West Jefferson,OH,7189,48.5260,148.15,America/New_York
43164,39.5856,-83.1184,Williamsport,OH,2233,57.0971,39.11,America/New_York
43201,39.9913,-83.0004,Columbus,OH,33455,2.9065,11510.43,America/New_York
43202,40.0214,-83.0142,Columbus,OH,21141,2.6178,8075.85,America/New_York
43203,39.9731,-82.9690,Columbus,OH,8368,1.5258,5484.30,America/New_York
43204,39.9614,-83.0816,Columbus,OH,42463,9.0691,4682.18,America/New_York
43205,39.9577,-82.9622,Columbus,OH,12725,2.4609,5170.91,America/New_York
43206,39.9422,-82.9736,Columbus,OH,22677,3.1120,7286.93,America/New_York
43207,39.8959,-82.9629,Columbus,OH,47265,24.3842,1938.35,America/New_York
43209,39.9539,-82.9301,Columbus,OH,28516,6.5334,4364.65,America/New_York
43211,40.0117,-82.9724,Columbus,OH,23453,5.1206,4580.14,America/New_York
43212,39.9871,-83.0417,Columbus,OH,21350,4.1307,5168.58,America/New_York
43213,39.9689,-82.8675,Columbus,OH,33551,9.9418,3374.76,America/New_York
43158,39.4492,-82.3576,Union Furnace,OH,345,2.6273,131.31,America/New_York
43214,40.0521,-83.0197,Columbus,OH,26229,7.1676,3659.40,America/New_York
43215,39.9664,-83.0129,Columbus,OH,14440,5.7715,2501.93,America/New_York
43217,39.8168,-82.9319,Columbus,OH,2440,3.8689,630.66,America/New_York
43219,40.0065,-82.9212,Columbus,OH,30526,18.9397,1611.75,America/New_York
43220,40.0479,-83.0712,Columbus,OH,26549,7.2254,3674.42,America/New_York
43221,40.0226,-83.0776,Columbus,OH,32913,9.8198,3351.70,America/New_York
43222,39.9612,-83.0353,Columbus,OH,4529,1.3762,3290.84,America/New_York
43223,39.9283,-83.0351,Columbus,OH,25963,9.5661,2714.05,America/New_York
43224,40.0428,-82.9662,Columbus,OH,44678,9.6597,4625.20,America/New_York
43227,39.9449,-82.8894,Columbus,OH,24296,4.5283,5365.42,America/New_York
43228,39.9648,-83.1260,Columbus,OH,54362,21.6899,2506.33,America/New_York
43229,40.0859,-82.9760,Columbus,OH,53693,10.2103,5258.71,America/New_York
43230,40.0356,-82.8699,Columbus,OH,58167,23.8008,2443.91,America/New_York
43231,40.0793,-82.9389,Columbus,OH,21828,4.7618,4584.02,America/New_York
43232,39.9222,-82.8702,Columbus,OH,45352,13.1836,3440.02,America/New_York
43235,40.1026,-83.0524,Columbus,OH,42673,14.9579,2852.87,America/New_York
43240,40.1455,-82.9817,Columbus,OH,4295,3.1054,1383.05,America/New_York
43302,40.5997,-83.1296,Marion,OH,54023,192.4206,280.75,America/New_York
43310,40.5349,-83.7813,Belle Center,OH,2841,58.6586,48.43,America/New_York
43311,40.3659,-83.7561,Bellefontaine,OH,18946,100.0696,189.33,America/New_York
43314,40.6491,-82.9594,Caledonia,OH,3033,53.4725,56.72,America/New_York
43315,40.4832,-82.8777,Cardington,OH,7272,83.5635,87.02,America/New_York
43316,40.9542,-83.3808,Carey,OH,5869,69.9393,83.92,America/New_York
43318,40.3092,-83.9128,De Graff,OH,4537,79.9883,56.72,America/New_York
43322,40.5323,-83.2080,Green Camp,OH,355,0.3086,1150.47,America/New_York
43323,40.7316,-83.2500,Harpster,OH,699,38.0120,18.39,America/New_York
43324,40.4464,-83.8106,Huntsville,OH,2963,29.8700,99.20,America/New_York
43326,40.6393,-83.6151,Kenton,OH,13745,186.2095,73.81,America/New_York
43331,40.5177,-83.9191,Lakeview,OH,4507,31.1857,144.52,America/New_York
43330,40.8136,-83.4194,Kirby,OH,119,0.1087,1095.05,America/New_York
43320,40.5885,-82.8980,Edison,OH,1524,31.8065,47.91,America/New_York
43332,40.5867,-83.3779,La Rue,OH,1734,47.1479,36.78,America/New_York
43334,40.4005,-82.8042,Marengo,OH,6317,62.6994,100.75,America/New_York
43338,40.5605,-82.7595,Mount Gilead,OH,10164,93.2147,109.04,America/New_York
43340,40.5392,-83.4790,Mount Victory,OH,1845,51.6202,35.74,America/New_York
43341,40.5964,-83.3153,New Bloomington,OH,948,22.0497,42.99,America/New_York
43342,40.4756,-83.1836,Prospect,OH,2861,37.8301,75.63,America/New_York
43344,40.4331,-83.3397,Richwood,OH,5996,101.9854,58.79,America/New_York
43345,40.5112,-83.5838,Ridgeway,OH,742,23.4826,31.60,America/New_York
43347,40.4778,-83.6596,Rushsylvania,OH,1501,28.8328,52.06,America/New_York
43348,40.4675,-83.8869,Russells Point,OH,1736,1.8583,934.21,America/New_York
43351,40.8249,-83.3037,Upper Sandusky,OH,10013,149.2679,67.08,America/New_York
43356,40.4582,-83.0472,Waldo,OH,1388,26.9301,51.54,America/New_York
43357,40.2534,-83.7466,West Liberty,OH,3921,56.2790,69.67,America/New_York
43337,40.6820,-83.2415,Morral,OH,1149,36.0676,31.86,America/New_York
43359,40.8735,-83.4549,Wharton,OH,818,23.7467,34.45,America/New_York
43360,40.3310,-83.6312,Zanesfield,OH,1600,29.9885,53.35,America/New_York
43402,41.4100,-83.6546,Bowling Green,OH,32259,115.0071,280.50,America/New_York
43406,41.3362,-83.4363,Bradner,OH,1920,20.6495,92.98,America/New_York
43408,41.5719,-83.3635,Clay Center,OH,270,0.6577,410.51,America/New_York
43410,41.3070,-82.9596,Clyde,OH,10030,50.3589,199.17,America/New_York
43412,41.6270,-83.3231,Curtice,OH,4373,28.9610,151.00,America/New_York
43413,41.2415,-83.6525,Cygnet,OH,1522,34.7720,43.77,America/New_York
43416,41.4835,-83.2694,Elmore,OH,2989,28.4251,105.15,America/New_York
43420,41.3577,-83.1120,Fremont,OH,30133,132.8129,226.88,America/New_York
43430,41.5246,-83.3701,Genoa,OH,4504,23.8874,188.55,America/New_York
43431,41.3899,-83.3378,Gibsonburg,OH,4868,49.7234,97.90,America/New_York
43358,40.4196,-83.5326,West Mansfield,OH,2588,64.4666,40.14,America/New_York
43407,41.2779,-83.2494,Burgoon,OH,729,16.7541,43.51,America/New_York
43435,41.3253,-83.3128,Helena,OH,1345,31.4732,42.73,America/New_York
43437,41.2537,-83.6024,Jerry City,OH,578,1.3624,424.24,America/New_York
43440,41.5262,-82.7809,Lakeside Marblehead,OH,4738,15.5425,304.84,America/New_York
43442,41.4270,-83.2154,Lindsey,OH,1170,20.3486,57.50,America/New_York
43443,41.4617,-83.4674,Luckey,OH,1920,12.2532,156.69,America/New_York
43449,41.5362,-83.1435,Oak Harbor,OH,8219,83.9516,97.90,America/New_York
43450,41.4007,-83.4921,Pemberville,OH,3636,42.8008,84.95,America/New_York
43451,41.3128,-83.6153,Portage,OH,1251,27.4440,45.58,America/New_York
43452,41.5151,-82.9669,Port Clinton,OH,13674,46.4341,294.48,America/New_York
43456,41.6682,-82.8232,Put In Bay,OH,291,1.7339,167.83,America/New_York
43457,41.2673,-83.4275,Risingsun,OH,1536,19.5727,78.48,America/New_York
43458,41.5311,-83.2126,Rocky Ridge,OH,521,1.2502,416.73,America/New_York
43447,41.5660,-83.4355,Millbury,OH,3645,17.8370,204.35,America/New_York
43438,41.6034,-82.7029,Kelleys Island,OH,202,2.8156,71.74,America/New_York
43460,41.6029,-83.5630,Rossford,OH,6498,2.8640,2268.83,America/New_York
43462,41.2836,-83.7187,Rudolph,OH,1191,26.2770,45.32,America/New_York
43465,41.5701,-83.5038,Walbridge,OH,5273,11.4635,459.98,America/New_York
43466,41.2954,-83.5148,Wayne,OH,2059,26.0650,78.99,America/New_York
43469,41.4594,-83.3632,Woodville,OH,2948,21.6393,136.23,America/New_York
43502,41.5303,-84.2988,Archbold,OH,6609,65.5976,100.75,America/New_York
43506,41.4663,-84.5562,Bryan,OH,14192,97.3279,145.82,America/New_York
43512,41.3027,-84.3581,Defiance,OH,27951,213.2794,131.05,America/New_York
43515,41.5853,-84.0078,Delta,OH,8582,87.8920,97.64,America/New_York
43501,41.6725,-84.4573,Alvordton,OH,870,26.6594,32.63,America/New_York
43504,41.6959,-83.8368,Berkey,OH,1261,17.6404,71.48,America/New_York
43511,41.2634,-83.8237,Custar,OH,1075,51.8825,20.72,America/New_York
43505,41.5241,-84.7312,Blakeslee,OH,52,0.0529,982.64,America/New_York
43516,41.2179,-83.9149,Deshler,OH,2742,65.3513,41.96,America/New_York
43517,41.4402,-84.7269,Edgerton,OH,4134,71.5760,57.76,America/New_York
43518,41.5892,-84.7540,Edon,OH,2524,63.6942,39.63,America/New_York
43521,41.6630,-84.2987,Fayette,OH,2742,64.9504,42.22,America/New_York
43522,41.4191,-83.8449,Grand Rapids,OH,3291,31.1437,105.67,America/New_York
43524,41.2285,-84.0396,Hamler,OH,1302,31.6167,41.18,America/New_York
43525,41.4665,-83.7043,Haskins,OH,1096,1.0817,1013.20,America/New_York
43526,41.3145,-84.7280,Hicksville,OH,5890,75.3027,78.22,America/New_York
43527,41.2505,-84.1601,Holgate,OH,1986,45.6428,43.51,America/New_York
43528,41.6286,-83.7490,Holland,OH,15919,18.0139,883.70,America/New_York
43529,41.1876,-83.7816,Hoytville,OH,328,0.9204,356.38,America/New_York
43532,41.4552,-83.9743,Liberty Center,OH,3972,46.1927,85.99,America/New_York
43533,41.6914,-84.0825,Lyons,OH,1702,27.3811,62.16,America/New_York
43534,41.3556,-83.9301,Mc Clure,OH,1739,35.9054,48.43,America/New_York
43519,41.4209,-84.4086,Evansport,OH,333,2.3250,143.23,America/New_York
43535,41.3073,-84.0221,Malinta,OH,719,22.7547,31.60,America/New_York
43537,41.5747,-83.6855,Maumee,OH,27097,18.1857,1490.02,America/New_York
43540,41.6957,-83.9413,Metamora,OH,1358,17.1349,79.25,America/New_York
43543,41.6057,-84.6337,Montpelier,OH,7785,87.6328,88.84,America/New_York
43545,41.3912,-84.1275,Napoleon,OH,14182,134.5380,105.41,America/New_York
43551,41.5215,-83.5713,Perrysburg,OH,38839,83.0333,467.75,America/New_York
43554,41.6603,-84.5581,Pioneer,OH,2371,33.9055,69.93,America/New_York
43556,41.3061,-84.5699,Sherwood,OH,1765,30.1535,58.53,America/New_York
43557,41.4841,-84.3961,Stryker,OH,3324,43.3582,76.66,America/New_York
43548,41.1853,-84.1751,New Bavaria,OH,587,19.8809,29.53,America/New_York
43541,41.3008,-83.8295,Milton Center,OH,140,0.3785,369.85,America/New_York
43549,41.3745,-84.5173,Ney,OH,1310,27.1932,48.17,America/New_York
43558,41.5928,-83.8784,Swanton,OH,12662,77.3548,163.69,America/New_York
43560,41.7011,-83.7381,Sylvania,OH,32275,20.9260,1542.34,America/New_York
43565,41.4200,-83.7401,Tontogany,OH,502,0.2617,1917.89,America/New_York
43566,41.4959,-83.7586,Waterville,OH,7926,20.5248,386.17,America/New_York
43567,41.5757,-84.1541,Wauseon,OH,13247,112.6584,117.59,America/New_York
43569,41.3514,-83.7883,Weston,OH,2896,35.7237,81.07,America/New_York
43570,41.5871,-84.4401,West Unity,OH,3195,47.9998,66.56,America/New_York
43571,41.5158,-83.8198,Whitehouse,OH,7526,23.7402,317.01,America/New_York
43604,41.6520,-83.5399,Toledo,OH,8920,2.4784,3599.05,America/New_York
43605,41.6483,-83.5067,Toledo,OH,26096,6.4975,4016.30,America/New_York
43606,41.6717,-83.6109,Toledo,OH,25219,6.2226,4052.82,America/New_York
43607,41.6475,-83.6062,Toledo,OH,21117,6.3475,3326.84,America/New_York
43608,41.6799,-83.5285,Toledo,OH,14570,3.1945,4560.97,America/New_York
43609,41.6271,-83.5805,Toledo,OH,21936,4.7350,4632.71,America/New_York
43610,41.6780,-83.5614,Toledo,OH,4343,1.0738,4044.53,America/New_York
43611,41.7031,-83.4914,Toledo,OH,18579,6.7091,2769.22,America/New_York
43612,41.7095,-83.5487,Toledo,OH,29686,11.5706,2565.64,America/New_York
43613,41.7063,-83.6037,Toledo,OH,32653,6.3322,5156.67,America/New_York
43614,41.6032,-83.6289,Toledo,OH,31607,9.7730,3234.12,America/New_York
43615,41.6508,-83.6732,Toledo,OH,39786,16.3489,2433.55,America/New_York
43616,41.6585,-83.4090,Oregon,OH,20380,39.0897,521.36,America/New_York
43617,41.6647,-83.7282,Toledo,OH,7268,5.3037,1370.36,America/New_York
43619,41.6045,-83.4722,Northwood,OH,7296,11.0082,662.78,America/New_York
43620,41.6652,-83.5543,Toledo,OH,5863,1.0933,5362.83,America/New_York
43623,41.7041,-83.6515,Toledo,OH,19936,6.6649,2991.18,America/New_York
43701,39.9601,-81.9940,Zanesville,OH,55595,180.2296,308.47,America/New_York
43713,39.9880,-81.1741,Barnesville,OH,7066,86.6094,81.58,America/New_York
43716,39.8368,-81.0100,Beallsville,OH,1874,64.6031,29.01,America/New_York
43718,40.0094,-81.0009,Belmont,OH,2926,48.6955,60.09,America/New_York
43719,39.9988,-81.0794,Bethesda,OH,2689,38.5958,69.67,America/New_York
43717,39.7897,-81.5558,Belle Valley,OH,143,0.2378,601.40,America/New_York
