city,state,latitude,longitude,population,area,density,time_zone
Stony Point,NC,35.8346,-81.0603,6577,56.3058,116.81,America/New_York
Stony Point,NY,41.2361,-74.0465,13943,25.4055,548.82,America/New_York
Stony Ridge,OH,41.5087,-83.5081,39,0.0162,2407.41,America/New_York
Stopover,KY,37.5022,-82.0656,738,18.8704,39.11,America/New_York
Storden,MN,44.0160,-95.3055,345,37.0014,9.32,America/Chicago
Storm Lake,IA,42.6578,-95.1644,12513,134.9524,92.72,America/Chicago
Stormville,NY,41.5445,-73.7351,6272,12.9430,484.59,America/New_York
Storrs Mansfield,CT,41.8040,-72.2589,20819,25.7931,807.15,America/New_York
Story,AR,34.6646,-93.4916,867,83.6876,10.36,America/Chicago
Story,WY,44.5767,-106.9288,639,11.1135,57.50,America/Denver
Story City,IA,42.1927,-93.6110,4321,79.8252,54.13,America/Chicago
Stotts City,MO,37.1029,-93.9709,746,28.5180,26.16,America/Chicago
Stottville,NY,42.2891,-73.7396,271,0.3153,859.50,America/New_York
Stoughton,MA,42.1192,-71.1019,28534,17.0042,1678.06,America/New_York
Stoughton,WI,42.9269,-89.2128,20191,87.5931,230.51,America/Chicago
Stout,IA,42.5249,-92.7113,171,0.1339,1277.07,America/Chicago
Stout,OH,38.6732,-83.2735,2093,91.8309,22.79,America/New_York
Stoutland,MO,37.8725,-92.5384,1320,64.5132,20.46,America/Chicago
Stoutsville,MO,39.5084,-91.8350,429,63.7068,6.73,America/Chicago
Stoutsville,OH,39.6008,-82.8288,3770,29.6457,127.17,America/New_York
Stovall,NC,36.4619,-78.5743,447,4.9170,90.91,America/New_York
Stover,MO,38.3906,-93.0079,4037,164.0730,24.60,America/Chicago
Stow,MA,42.4298,-71.5115,7098,18.6559,380.47,America/New_York
Stow,OH,41.1767,-81.4388,39564,20.3487,1944.30,America/New_York
Stowe,VT,44.4814,-72.7219,4436,74.7925,59.31,America/New_York
Stowell,TX,29.7346,-94.4138,742,31.1400,23.83,America/Chicago
Stoystown,PA,40.0978,-78.9381,3163,53.5632,59.05,America/New_York
Strabane,PA,40.2517,-80.1980,499,0.1516,3291.56,America/New_York
Strafford,MO,37.2828,-93.0975,7118,84.0451,84.69,America/Chicago
Strafford,NH,43.2797,-71.1484,3896,47.6030,81.84,America/New_York
Strafford,VT,43.8831,-72.3788,480,23.7601,20.20,America/New_York
Strandburg,SD,44.9902,-96.7899,188,65.9883,2.85,America/Chicago
Strandquist,MN,48.4666,-96.5158,374,96.2681,3.88,America/Chicago
Strang,NE,40.4114,-97.5771,70,19.3051,3.63,America/Chicago
Strang,OK,36.4197,-95.1121,407,12.6729,32.12,America/Chicago
Strasburg,CO,39.7907,-104.2975,5026,210.9292,23.83,America/Denver
Strasburg,IL,39.3494,-88.6405,964,41.8205,23.05,America/Chicago
Strasburg,MO,38.7593,-94.1636,110,0.1119,983.02,America/Chicago
Strasburg,ND,46.1001,-100.2033,579,171.9639,3.37,America/Chicago
Strasburg,OH,40.6026,-81.5425,4455,19.4580,228.95,America/New_York
Strasburg,PA,39.9576,-76.1799,6302,14.7826,426.31,America/New_York
Strasburg,VA,39.0431,-78.3819,10881,67.3962,161.45,America/New_York
Stratford,CA,36.1573,-119.8637,1406,49.3509,28.49,America/Los_Angeles
Stratford,CT,41.2007,-73.1313,52279,17.7736,2941.38,America/New_York
Stratford,IA,42.2729,-93.9014,1276,74.6464,17.09,America/Chicago
Stratford,NJ,39.8290,-75.0156,6950,1.5418,4507.72,America/New_York
Stratford,NY,43.1998,-74.6414,649,59.6620,10.88,America/New_York
Stratford,OK,34.7809,-96.9819,3263,127.2577,25.64,America/Chicago
Stratford,SD,45.2986,-98.2688,215,63.8553,3.37,America/Chicago
Stratford,TX,36.2801,-102.0005,2274,516.4682,4.40,America/Chicago
Stratford,WA,47.4620,-119.2603,16,5.6160,2.85,America/Los_Angeles
Stratford,WI,44.7995,-90.0784,5024,104.8528,47.91,America/Chicago
Stratham,NH,43.0157,-70.9006,7387,15.4169,479.15,America/New_York
Strathcona,MN,48.5459,-96.0880,254,98.0699,2.59,America/Chicago
Strathmere,NJ,39.1956,-74.6607,242,0.8487,285.14,America/New_York
Strathmore,CA,36.1511,-119.0520,6347,76.5809,82.88,America/Los_Angeles
Strattanville,PA,41.2334,-79.2780,2043,37.3842,54.65,America/New_York
Stratton,CO,39.2966,-102.5825,1082,348.1353,3.11,America/Denver
Stratton,ME,45.1116,-70.4230,570,47.8431,11.91,America/New_York
Stratton,NE,40.1355,-101.2325,504,176.9049,2.85,America/Chicago
Stratton,OH,40.5253,-80.6297,363,0.5051,718.67,America/New_York
Straughn,IN,39.8354,-85.2941,793,17.9052,44.29,America/Indiana/Indianapolis
Strausstown,PA,40.4944,-76.1825,420,0.3275,1282.44,America/New_York
Strawberry,AR,35.9544,-91.2917,965,66.5336,14.50,America/Chicago
Strawberry,CA,38.1866,-120.0261,5,0.1441,34.70,America/Los_Angeles
Strawberry Plains,TN,36.0493,-83.6788,9849,42.8234,229.99,America/New_York
Strawberry Point,IA,42.6998,-91.5102,2246,95.2951,23.57,America/Chicago
Strawberry Valley,CA,39.6361,-121.0360,32,13.7281,2.33,America/Los_Angeles
Strawn,IL,40.6508,-88.3671,327,37.1339,8.81,America/Chicago
Strawn,TX,32.6590,-98.4989,892,215.2519,4.14,America/Chicago
Streamwood,IL,42.0221,-88.1793,40437,8.0753,5007.49,America/Chicago
Streator,IL,41.1284,-88.8421,19054,137.2535,138.82,America/Chicago
Street,MD,39.6522,-76.3562,5911,36.9296,160.06,America/New_York
Streeter,ND,46.6525,-99.4081,287,138.5141,2.07,America/Chicago
Streetman,TX,31.8816,-96.2402,1815,111.2341,16.32,America/Chicago
Streetsboro,OH,41.2394,-81.3472,16638,21.7835,763.79,America/New_York
Stringer,MS,31.8672,-89.2422,1557,32.6718,47.66,America/Chicago
Stringtown,OK,34.4656,-95.9090,1288,414.4161,3.11,America/Chicago
Stromsburg,NE,41.1109,-97.6156,1506,84.2710,17.87,America/Chicago
Strong,AR,33.1320,-92.3312,1748,160.6920,10.88,America/Chicago
Strong,ME,44.9228,-70.3093,1857,159.3314,11.65,America/New_York
Strong City,KS,38.4577,-96.5275,739,118.8872,6.22,America/Chicago
Stronghurst,IL,40.7254,-90.9218,1210,58.3979,20.72,America/Chicago
Strongstown,PA,40.5566,-78.8974,644,8.0730,79.77,America/New_York
Strongsville,OH,41.3126,-81.8336,44752,24.7444,1808.57,America/New_York
Stroud,OK,35.7467,-96.6559,4248,165.6729,25.64,America/Chicago
Stroudsburg,PA,40.9739,-75.2837,27084,75.7767,357.42,America/New_York
Strum,WI,44.5483,-91.3761,2041,66.2214,30.82,America/Chicago
Strunk,KY,36.6246,-84.4225,2514,77.6528,32.37,America/New_York
Struthers,OH,41.0484,-80.5897,10742,4.2626,2520.06,America/New_York
Stryker,MT,48.6810,-114.7715,79,14.5248,5.44,America/Denver
Stryker,OH,41.4841,-84.3961,3324,43.3582,76.66,America/New_York
Strykersville,NY,42.7300,-78.4281,1785,31.0447,57.50,America/New_York
Stuart,FL,27.1267,-80.2340,72046,121.0253,595.30,America/New_York
Stuart,IA,41.4828,-94.3391,2340,102.6680,22.79,America/Chicago
Stuart,NE,42.6429,-99.1336,1074,318.9797,3.37,America/Chicago
Stuart,OK,34.8527,-96.1064,1111,158.8738,6.99,America/Chicago
Stuart,VA,36.6720,-80.2387,8524,205.6958,41.44,America/New_York
Stuarts Draft,VA,38.0045,-79.0423,10901,50.1059,217.56,America/New_York
Studio City,CA,34.1388,-118.3935,32117,5.6977,5636.84,America/Los_Angeles
Stump Creek,PA,41.0144,-78.8398,259,0.7734,334.88,America/New_York
Stumpy Point,NC,35.7348,-75.7484,203,14.5146,13.99,America/New_York
Sturbridge,MA,42.1024,-72.0812,5618,25.3106,221.96,America/New_York
Sturdivant,MO,37.1136,-90.0278,306,17.1228,17.87,America/Chicago
Sturgeon,MO,39.2006,-92.2969,2004,56.8933,35.22,America/Chicago
Sturgeon,PA,40.3778,-80.2130,163,0.1455,1120.27,America/New_York
Sturgeon Bay,WI,44.8408,-87.3795,16690,186.2440,89.61,America/Chicago
Sturgeon Lake,MN,46.3964,-92.8829,2394,103.8571,23.05,America/Chicago
Sturgis,KY,37.5586,-88.0153,4128,113.0375,36.52,America/Chicago
Sturgis,MI,41.8244,-85.4461,19857,87.0241,228.18,America/Detroit
Sturgis,MS,33.3149,-89.0098,1570,116.5731,13.47,America/Chicago
Sturgis,SD,44.4254,-103.2284,9054,573.0766,15.80,America/Denver
Sturkie,AR,36.4532,-91.8863,81,8.2301,9.84,America/Chicago
Sturtevant,WI,42.7024,-87.9354,8250,27.0173,305.36,America/Chicago
Stuttgart,AR,34.4224,-91.5330,9956,312.5229,31.86,America/Chicago
Stuyvesant,NY,42.3876,-73.7603,2100,20.5790,102.05,America/New_York
Stuyvesant Falls,NY,42.3534,-73.7285,316,1.0527,300.18,America/New_York
Suamico,WI,44.6435,-88.0319,4206,14.4608,290.86,America/Chicago
Subiaco,AR,35.3097,-93.5663,1562,32.0793,48.69,America/Chicago
Sublette,IL,41.6268,-89.2654,739,39.6291,18.65,America/Chicago
Sublette,KS,37.5499,-100.8455,2481,273.6912,9.06,America/Chicago
Sublimity,OR,44.8666,-122.7283,3546,44.4519,79.77,America/Los_Angeles
Succasunna,NJ,40.8533,-74.6558,10400,5.6349,1845.64,America/New_York
Success,AR,36.4673,-90.7064,209,21.8095,9.58,America/Chicago
Success,MO,37.4554,-92.1018,637,34.6404,18.39,America/Chicago
Suches,GA,34.7354,-84.0732,796,66.8124,11.91,America/New_York
Sudan,TX,33.9746,-102.7541,1416,303.7336,4.66,America/Chicago
Sudbury,MA,42.3847,-71.4234,18940,25.9963,728.57,America/New_York
Sudlersville,MD,39.1903,-75.8527,1815,47.3497,38.33,America/New_York
Suffern,NY,41.1388,-74.1161,23538,18.0677,1302.77,America/New_York
Suffield,CT,41.9891,-72.6500,12540,25.8087,485.88,America/New_York
Suffolk,VA,36.7446,-76.6430,89160,407.5564,218.77,America/New_York
Sugar City,CO,38.3240,-103.6095,705,453.6698,1.55,America/Denver
Sugar City,ID,43.8466,-111.6969,2648,32.0501,82.62,America/Boise
Sugarcreek,OH,40.5021,-81.6612,7987,60.8244,131.31,America/New_York
Sugar Grove,IL,41.7760,-88.4565,12166,36.7840,330.74,America/Chicago
Sugar Grove,NC,36.2594,-81.8428,1740,21.9548,79.25,America/New_York
Sugar Grove,OH,39.6261,-82.5249,2669,31.8057,83.92,America/New_York
Sugar Grove,PA,41.9656,-79.3343,2580,43.3106,59.57,America/New_York
Sugar Grove,VA,36.7718,-81.3882,1697,64.8728,26.16,America/New_York
Sugar Grove,WV,38.4891,-79.3594,754,97.0403,7.77,America/New_York
Sugar Hill,NH,44.2204,-71.7964,629,19.1227,32.89,America/New_York
Sugar Land,TX,29.6050,-95.6297,168928,66.7753,2529.80,America/Chicago
Sugarloaf,CA,34.2372,-116.8276,2140,1.8076,1183.89,America/Los_Angeles
Sugarloaf,PA,40.9872,-76.1236,3760,29.0931,129.24,America/New_York
Sugar Run,PA,41.6024,-76.2410,998,31.8454,31.34,America/New_York
Sugartown,LA,30.7989,-92.9976,276,14.4006,19.17,America/Chicago
Sugar Tree,TN,35.7960,-88.0326,472,33.7482,13.99,America/Chicago
Sugar Valley,GA,34.5771,-85.0273,940,12.8246,73.30,America/New_York
Suisun City,CA,38.1938,-121.9260,29599,117.6955,251.49,America/Los_Angeles
Suitland,MD,38.8368,-76.9181,27241,7.4378,3662.51,America/New_York
Sula,MT,45.8657,-113.8321,298,383.5280,0.78,America/Denver
Sulligent,AL,33.8767,-88.1387,4164,169.2346,24.60,America/Chicago
Sullivan,IL,39.5939,-88.5868,7956,133.5577,59.57,America/Chicago
Sullivan,IN,39.0909,-87.4103,7786,132.4313,58.79,America/Indiana/Indianapolis
Sullivan,ME,44.5469,-68.1271,1343,38.9876,34.45,America/New_York
Sullivan,MO,38.2037,-91.0846,13587,253.4284,53.61,America/Chicago
Sullivan,NH,43.0143,-72.2130,765,22.2081,34.45,America/New_York
Sullivan,OH,41.0341,-82.2204,2844,30.5870,92.98,America/New_York
Sullivan,WI,43.0225,-88.5983,2738,32.5276,84.17,America/Chicago
Sullivan City,TX,26.2914,-98.5455,6053,14.9048,406.11,America/Chicago
Sullivans Island,SC,32.7686,-79.8355,2148,3.0865,695.93,America/New_York
Sully,IA,41.5688,-92.8713,1426,45.5026,31.34,America/Chicago
Sulphur,KY,38.4798,-85.2367,672,13.8749,48.43,America/New_York
Sulphur,LA,30.2078,-93.4148,38700,265.3171,145.86,America/Chicago
Sulphur,OK,34.4839,-96.9662,8687,185.3076,46.88,America/Chicago
Sulphur Bluff,TX,33.3152,-95.3737,366,64.2333,5.70,America/Chicago
Sulphur Rock,AR,35.8372,-91.4451,1470,42.9977,34.19,America/Chicago
Sulphur Springs,AR,36.4769,-94.5019,974,28.0644,34.71,America/Chicago
Sulphur Springs,IN,40.0049,-85.4430,287,0.2161,1328.09,America/Indiana/Indianapolis
Sulphur Springs,TX,33.1682,-95.6068,25003,320.7212,77.96,America/Chicago
Sultan,WA,47.8762,-121.7448,7127,64.5950,110.33,America/Los_Angeles
Sultana,CA,36.5471,-119.3354,952,0.5144,1850.70,America/Los_Angeles
Sumas,WA,48.9718,-122.2285,2733,32.7707,83.40,America/Los_Angeles
Sumava Resorts,IN,41.1679,-87.4400,134,0.3072,436.20,America/Chicago
Sumerco,WV,38.2188,-81.8759,693,12.6212,54.91,America/New_York
Sumerduck,VA,38.4620,-77.7168,1916,22.0170,87.02,America/New_York
Sumiton,AL,33.7564,-87.0455,2444,5.5803,437.97,America/Chicago
Summerdale,AL,30.4818,-87.7005,5762,57.1907,100.75,America/Chicago
Summerdale,PA,40.3077,-76.9311,1421,0.6652,2136.20,America/New_York
Summerfield,FL,28.9965,-82.0447,24936,39.2332,635.58,America/New_York
Summerfield,IL,38.5969,-89.7516,351,0.2070,1695.65,America/Chicago
Summerfield,KS,39.9764,-96.3658,188,30.2447,6.22,America/Chicago
Summerfield,LA,32.9391,-92.8148,194,23.4074,8.29,America/Chicago
Summerfield,NC,36.2281,-79.8797,15184,58.7432,258.48,America/New_York
Summerfield,OH,39.8023,-81.3332,754,33.4622,22.53,America/New_York
Summerfield,TX,34.7407,-102.5144,28,0.6143,45.58,America/Chicago
Summerhill,PA,40.3893,-78.7321,2184,18.0954,120.69,America/New_York
Summer Lake,OR,42.8902,-120.6717,110,424.7122,0.26,America/Los_Angeles
Summerland,CA,34.4218,-119.5931,454,0.2989,1518.90,America/Los_Angeles
Summerland Key,FL,24.6765,-81.5099,6524,28.5593,228.44,America/New_York
Summers,AR,36.0335,-94.4987,1172,41.1374,28.49,America/Chicago
Summer Shade,KY,36.8784,-85.7094,2923,90.2861,32.37,America/Chicago
Summersville,KY,37.3440,-85.6316,1001,37.1623,26.94,America/Chicago
Summersville,MO,37.1863,-91.6336,1894,162.5060,11.65,America/Chicago
Summersville,WV,38.3243,-80.8725,9205,230.7837,39.89,America/New_York
Summerton,SC,33.5366,-80.3422,6910,115.4963,59.83,America/New_York
Summertown,TN,35.4377,-87.3396,5568,95.9739,58.02,America/Chicago
Summerville,GA,34.4989,-85.2988,15438,167.4338,92.20,America/New_York
Summerville,OR,45.5165,-118.0355,883,66.8486,13.21,America/Los_Angeles
Summerville,PA,41.1024,-79.1982,1604,31.7594,50.50,America/New_York
Summerville,SC,33.0020,-80.1905,138942,211.2321,657.77,America/New_York
Summit,AR,36.2513,-92.6870,389,0.6096,638.12,America/Chicago
Summit,MS,31.2910,-90.4819,10265,166.5268,61.64,America/Chicago
Summit,NJ,40.7147,-74.3659,23335,6.4869,3597.25,America/New_York
Summit,NY,42.5515,-74.5528,570,15.8330,36.00,America/New_York
Summit,SD,45.2791,-97.0970,609,130.6312,4.66,America/Chicago
Summit,UT,37.7808,-112.9386,260,10.3491,25.12,America/Denver
Summit Argo,IL,41.7801,-87.8239,11854,4.9335,2402.76,America/Chicago
Summit Hill,PA,40.8248,-75.8464,2958,8.4725,349.13,America/New_York
Summit Lake,WI,45.3950,-89.2216,324,20.8495,15.54,America/Chicago
Summit Point,WV,39.2416,-77.9534,1205,12.6772,95.05,America/New_York
Summit Station,PA,40.5615,-76.1997,191,1.1991,159.29,America/New_York
Summitville,IN,40.3420,-85.6602,2320,44.7878,51.80,America/Indiana/Indianapolis
Summitville,NY,41.6197,-74.4664,240,3.3333,72.00,America/New_York
Summitville,OH,40.6721,-80.8799,92,1.0603,86.77,America/New_York
Sumner,GA,31.4799,-83.7361,855,44.6104,19.17,America/New_York
Sumner,IA,42.8410,-92.1188,3716,163.0403,22.79,America/Chicago
Sumner,IL,38.7258,-87.8497,4598,134.4922,34.19,America/Chicago
Sumner,ME,44.3740,-70.4469,1034,48.0999,21.50,America/New_York
Sumner,MI,43.2916,-84.7976,1327,29.6160,44.81,America/Detroit
Sumner,MO,39.6478,-93.2216,177,40.2000,4.40,America/Chicago
Sumner,MS,33.9918,-90.3504,517,15.0086,34.45,America/Chicago
Sumner,NE,40.9761,-99.5170,421,125.0376,3.37,America/Chicago
Sumner,TX,33.7583,-95.7486,2099,93.1527,22.53,America/Chicago
Sumner,WA,47.2100,-122.2280,11016,10.2022,1079.77,America/Los_Angeles
Sumpter,OR,44.7926,-118.3394,257,198.4564,1.29,America/Los_Angeles
Sumrall,MS,31.3727,-89.5786,11089,224.1615,49.47,America/Chicago
Sumter,SC,33.9182,-80.3722,83216,260.0782,319.97,America/New_York
Sumterville,FL,28.7463,-82.0672,1394,22.6145,61.64,America/New_York
Sun,LA,30.6586,-89.9039,172,0.9653,178.18,America/Chicago
Sunapee,NH,43.3909,-72.0928,3006,21.4930,139.86,America/New_York
Sunbright,TN,36.2695,-84.6495,1633,76.8908,21.24,America/New_York
Sunburg,MN,45.3317,-95.2265,705,54.4404,12.95,America/Chicago
Sunburst,MT,48.8729,-111.9078,589,252.6823,2.33,America/Denver
Sunbury,NC,36.4414,-76.5592,1547,64.9239,23.83,America/New_York
Sunbury,OH,40.2783,-82.8496,13229,98.4151,134.42,America/New_York
Sunbury,PA,40.8345,-76.7574,15979,63.2123,252.78,America/New_York
Sun City,AZ,33.6402,-112.2909,48195,23.9065,2015.98,America/Phoenix
Sun City,KS,37.3499,-98.9488,29,18.6616,1.55,America/Chicago
Sun City Center,FL,27.7236,-82.3594,22412,20.6277,1086.50,America/New_York
Sun City West,AZ,33.6857,-112.3661,28759,19.1447,1502.19,America/Phoenix
Suncook,NH,43.1602,-71.4179,11542,43.4346,265.73,America/New_York
Sundance,WY,44.3517,-104.3614,2671,736.6275,3.63,America/Denver
Sunderland,MA,42.4651,-72.5546,3659,14.1275,259.00,America/New_York
Sunderland,MD,38.6629,-76.5823,2247,10.3282,217.56,America/New_York
Sundown,TX,33.4342,-102.4884,1209,11.1407,108.52,America/Chicago
Sunfield,MI,42.7696,-84.9687,2129,30.7869,69.15,America/Detroit
Sunflower,AL,31.3732,-87.9613,136,30.8882,4.40,America/Chicago
Sunflower,MS,33.5483,-90.5248,1535,63.0496,24.35,America/Chicago
Sunland,CA,34.2618,-118.3372,20207,8.1364,2483.53,America/Los_Angeles
Sunland Park,NM,31.8183,-106.5994,13961,12.4002,1125.87,America/Denver
Sunman,IN,39.2328,-85.0834,6526,88.1015,74.07,America/Indiana/Indianapolis
Sunnyside,NY,40.7446,-73.9203,26119,0.3722,70174.64,America/New_York
Sunnyside,UT,39.6938,-110.2723,268,28.7431,9.32,America/Denver
Sunnyside,WA,46.4932,-119.6473,22788,598.5369,38.07,America/Los_Angeles
Sunny Side,GA,33.3423,-84.2895,96,0.1626,590.41,America/New_York
Sunnyvale,CA,37.3815,-122.0255,152774,22.6391,6748.24,America/Los_Angeles
Sunnyvale,TX,32.8001,-96.5541,6218,21.3593,291.11,America/Chicago
Sunol,CA,37.5737,-121.8513,899,56.9026,15.80,America/Los_Angeles
Sun Prairie,WI,43.2008,-89.2060,40064,73.7311,543.38,America/Chicago
Sunray,TX,36.0385,-101.7741,2148,207.3368,10.36,America/Chicago
Sunrise Beach,MO,38.1523,-92.7483,3672,23.5119,156.18,America/Chicago
Sun River,MT,47.4553,-111.6993,600,115.8306,5.18,America/Denver
Sunset,LA,30.3884,-92.1013,7968,38.4077,207.46,America/Chicago
Sunset,ME,44.2212,-68.7591,104,4.4126,23.57,America/New_York
Sunset,SC,34.9872,-82.8472,1704,119.6214,14.24,America/New_York
Sunset,TX,33.4561,-97.7520,1834,99.7340,18.39,America/Chicago
Sunset Beach,CA,33.7179,-118.0716,699,0.1550,4509.68,America/Los_Angeles
Sunset Beach,NC,33.9023,-78.5212,5093,20.4622,248.90,America/New_York
Sunshine,LA,30.2954,-91.1698,1325,16.6099,79.77,America/Chicago
Sunspot,NM,32.7643,-105.7860,14,6.0060,2.33,America/Denver
Sun Valley,AZ,35.0033,-109.9954,175,33.7839,5.18,America/Phoenix
Sun Valley,CA,34.2319,-118.3664,47438,11.5784,4097.11,America/Los_Angeles
Sun Valley,ID,43.6779,-114.3274,1383,8.8843,155.67,America/Boise
Sun Valley,NV,39.6090,-119.7767,21404,16.4657,1299.91,America/Los_Angeles
Supai,AZ,36.0541,-112.9019,15,28.9576,0.52,America/Phoenix
Superior,AZ,33.2702,-111.1234,3048,39.6242,76.92,America/Phoenix
Superior,IA,43.4336,-94.9467,226,0.7206,313.63,America/Chicago
Superior,MT,47.1128,-114.9001,2023,411.0970,4.92,America/Denver
Superior,NE,40.0634,-98.0914,2153,129.8871,16.58,America/Chicago
Superior,WI,46.5906,-92.1274,29958,167.6354,178.71,America/Chicago
Superior,WY,41.7372,-109.0517,349,122.4996,2.85,America/Denver
Supply,NC,34.0232,-78.2885,12659,100.9848,125.36,America/New_York
Suquamish,WA,47.7330,-122.5629,3071,1.6852,1822.34,America/Los_Angeles
Surfside,CA,33.7271,-118.0828,267,0.0485,5505.15,America/Los_Angeles
Surgoinsville,TN,36.5258,-82.8480,4447,67.3332,66.04,America/New_York
Suring,WI,45.0377,-88.4295,3120,197.4817,15.80,America/Chicago
Surprise,AZ,33.6575,-112.4059,135559,106.6332,1271.26,America/Phoenix
Surprise,NE,41.1101,-97.3081,98,15.7658,6.22,America/Chicago
Surprise,NY,42.3801,-73.9671,517,8.6789,59.57,America/New_York
Surrency,GA,31.7455,-82.1827,1296,108.7800,11.91,America/New_York
Surrey,ND,48.3090,-101.0906,1169,49.0601,23.83,America/Chicago
Surry,ME,44.4934,-68.5279,1599,40.3514,39.63,America/New_York
Surry,VA,37.1208,-76.7492,2009,45.0976,44.55,America/New_York
Surveyor,WV,37.7565,-81.3093,363,4.1837,86.77,America/New_York
Susan,VA,37.3557,-76.3077,81,0.7290,111.11,America/New_York
Susanville,CA,40.5488,-120.6850,20553,426.6427,48.17,America/Los_Angeles
Susquehanna,PA,41.9296,-75.5690,5549,129.8473,42.73,America/New_York
Sussex,NJ,41.2410,-74.6065,18522,79.7255,232.32,America/New_York
Sussex,VA,36.9173,-77.2794,33,0.1257,262.53,America/New_York
Sussex,WI,43.1472,-88.2348,19151,28.0510,682.72,America/Chicago
Sutersville,PA,40.2543,-79.7874,710,2.7331,259.78,America/New_York
Sutherland,IA,42.9816,-95.4710,826,67.8554,12.17,America/Chicago
Sutherland,NE,41.3071,-101.2288,1927,465.0116,4.14,America/Chicago
Sutherland,VA,37.1864,-77.5785,2773,33.5630,82.62,America/New_York
Sutherland Springs,TX,29.2870,-98.0574,712,10.5733,67.34,America/Chicago
Sutherlin,OR,43.4024,-123.1998,9550,63.9042,149.44,America/Los_Angeles
Sutherlin,VA,36.6437,-79.1878,1557,51.8242,30.04,America/New_York
Sutter,CA,39.1831,-121.8047,3229,44.5258,72.52,America/Los_Angeles
Sutter,IL,40.2422,-91.3417,294,35.4731,8.29,America/Chicago
Sutter Creek,CA,38.4311,-120.7678,4711,49.6974,94.79,America/Los_Angeles
Sutton,AK,61.7096,-148.1600,1444,1115.0626,1.29,America/Anchorage
Sutton,MA,42.1340,-71.7509,9385,33.8651,277.13,America/New_York
Sutton,ND,47.3751,-98.4781,32,30.8882,1.04,America/Chicago
Sutton,NE,40.5852,-97.8513,1892,125.9491,15.02,America/Chicago
Sutton,VT,44.6629,-72.0422,885,35.5938,24.86,America/New_York
Sutton,WV,38.6292,-80.6564,4970,133.2588,37.30,America/New_York
Suttons Bay,MI,44.9788,-85.6500,4093,35.3538,115.77,America/Detroit
Suwanee,GA,34.0624,-84.0907,77334,50.9797,1516.96,America/New_York
Suwannee,FL,29.3363,-83.1283,274,4.8087,56.98,America/New_York
Swain,NY,42.4802,-77.8885,240,16.8481,14.24,America/New_York
Swainsboro,GA,32.6005,-82.3520,13598,254.8648,53.35,America/New_York
Swaledale,IA,42.9893,-93.3271,211,13.8081,15.28,America/Chicago
Swampscott,MA,42.4758,-70.9067,14950,3.2346,4621.90,America/New_York
Swan,IA,41.4636,-93.3010,205,7.1955,28.49,America/Chicago
Swanlake,ID,42.3104,-111.9599,114,48.9063,2.33,America/Boise
Swan Lake,NY,41.7410,-74.8363,1992,39.6451,50.25,America/New_York
Swannanoa,NC,35.6172,-82.4070,9939,32.9114,301.99,America/New_York
Swanquarter,NC,35.4142,-76.2628,1066,137.1949,7.77,America/New_York
Swan River,MN,47.0525,-93.1874,117,32.2671,3.63,America/Chicago
Swansboro,NC,34.7461,-77.0690,12265,63.0565,194.51,America/New_York
Swansea,MA,41.7570,-71.2121,16276,23.2748,699.30,America/New_York
Swansea,SC,33.7439,-81.0418,7833,111.1889,70.45,America/New_York
Swans Island,ME,44.1562,-68.4485,449,19.4786,23.05,America/New_York
Swanton,MD,39.4947,-79.2006,2606,92.3103,28.23,America/New_York
Swanton,NE,40.3893,-97.0792,105,15.0151,6.99,America/Chicago
Swanton,OH,41.5928,-83.8784,12662,77.3548,163.69,America/New_York
Swanton,VT,44.9214,-73.1249,8239,69.4562,118.62,America/New_York
Swan Valley,ID,43.2822,-111.4077,183,235.5222,0.78,America/Boise
Swanville,MN,45.9189,-94.6109,1442,67.8974,21.24,America/Chicago
Swanzey,NH,42.8605,-72.2976,5940,40.3776,147.11,America/New_York
Swarthmore,PA,39.8981,-75.3472,10109,2.1848,4626.97,America/New_York
Swartz Creek,MI,42.9399,-83.8262,22060,57.8236,381.51,America/Detroit
Swatara,MN,46.9232,-93.7463,204,87.5165,2.33,America/Chicago
Swayzee,IN,40.4980,-85.8193,1571,28.4773,55.17,America/Indiana/Indianapolis
Swea City,IA,43.4075,-94.3054,853,76.5919,11.14,America/Chicago
Swedesboro,NJ,39.7594,-75.3319,20731,51.1783,405.07,America/New_York
Sweeden,KY,37.2641,-86.2978,334,7.3272,45.58,America/Chicago
Sweeny,TX,29.0924,-95.7660,8178,143.5246,56.98,America/Chicago
Sweet,ID,44.0173,-116.3069,488,64.9716,7.51,America/Boise
Sweet Briar,VA,37.5578,-79.0825,612,1.6782,364.68,America/New_York
Sweet Grass,MT,48.9674,-111.6600,95,122.2656,0.78,America/Denver
Sweet Home,OR,44.3598,-122.7517,14119,131.9945,106.97,America/Los_Angeles
Sweet Home,TX,29.3425,-97.0756,270,7.8975,34.19,America/Chicago
Sweetser,IN,40.5687,-85.7635,978,0.6891,1419.24,America/Indiana/Indianapolis
Sweet Springs,MO,38.9868,-93.3885,2580,120.0172,21.50,America/Chicago
Sweet Valley,PA,41.3226,-76.2094,2112,50.0274,42.22,America/New_York
Sweetwater,OK,35.4743,-99.9150,226,96.9545,2.33,America/Chicago
Sweetwater,TN,35.5981,-84.4577,15203,103.1618,147.37,America/New_York
Sweetwater,TX,32.4543,-100.3640,12914,302.1892,42.73,America/Chicago
Sweet Water,AL,32.1282,-87.9186,2691,225.8697,11.91,America/Chicago
