city,state,latitude,longitude,population,area,density,time_zone
Bairoil,WY,42.2377,-107.5610,197,2.7964,70.45,America/Denver
Baisden,WV,37.5741,-81.8894,987,13.5136,73.04,America/New_York
Bajadero,PR,18.4175,-66.6681,10765,11.2670,955.45,America/Puerto_Rico
Baker,CA,35.2165,-116.1300,633,135.7792,4.66,America/Los_Angeles
Baker,FL,30.8768,-86.6910,5735,235.5633,24.35,America/Chicago
Baker,LA,30.5865,-91.1277,19808,34.4190,575.50,America/Chicago
Baker,MT,46.3056,-104.2497,2319,895.3705,2.59,America/Denver
Baker,NV,38.9871,-114.1943,121,116.7959,1.04,America/Los_Angeles
Baker,WV,39.0503,-78.8037,1017,66.5535,15.28,America/New_York
Baker City,OR,44.8265,-117.7625,12433,761.9692,16.32,America/Los_Angeles
Bakersfield,CA,35.3554,-119.0131,559247,1047.7848,533.74,America/Los_Angeles
Bakersfield,MO,36.5274,-92.1577,817,37.1112,22.01,America/Chicago
Bakersfield,VT,44.7914,-72.7697,906,30.1559,30.04,America/New_York
Bakers Mills,NY,43.6055,-74.0283,28,0.3793,73.82,America/New_York
Bakerstown,PA,40.6524,-79.9318,337,0.3486,966.72,America/New_York
Bakersville,NC,36.0437,-82.1589,7139,133.8050,53.35,America/New_York
Bala Cynwyd,PA,40.0138,-75.2301,9719,2.8217,3444.38,America/New_York
Balaton,MN,44.2165,-95.8982,1446,126.8872,11.40,America/Chicago
Balch Springs,TX,32.7189,-96.6184,23711,7.8894,3005.43,America/Chicago
Bald Knob,AR,35.3202,-91.5361,6557,135.3835,48.43,America/Chicago
Baldwin,GA,34.4574,-83.4760,4009,37.5700,106.71,America/New_York
Baldwin,IA,42.0951,-90.8317,436,45.4974,9.58,America/Chicago
Baldwin,IL,38.1735,-89.8445,748,25.5579,29.27,America/Chicago
Baldwin,LA,29.8459,-91.5518,2387,4.8329,493.91,America/Chicago
Baldwin,MD,39.5091,-76.4865,4608,14.9509,308.21,America/New_York
Baldwin,MI,43.9139,-85.8700,3839,114.9028,33.41,America/Detroit
Baldwin,ND,47.0247,-100.6920,615,139.6781,4.40,America/Chicago
Baldwin,NY,40.6502,-73.6081,33484,4.2456,7886.75,America/New_York
Baldwin,WI,44.9624,-92.3713,6399,76.9678,83.14,America/Chicago
Baldwin City,KS,38.7959,-95.2383,7861,112.8308,69.67,America/Chicago
Baldwin Park,CA,34.0964,-117.9682,77342,13.5693,5699.78,America/Los_Angeles
Baldwin Place,NY,41.3421,-73.7457,925,0.7086,1305.39,America/New_York
Baldwinsville,NY,43.1675,-76.3642,32949,70.8728,464.90,America/New_York
Baldwinville,MA,42.6055,-72.0885,3392,9.7517,347.84,America/New_York
Baldwyn,MS,34.5204,-88.6431,7405,129.3704,57.24,America/Chicago
Balfour,ND,47.9764,-100.5310,108,83.3980,1.29,America/Chicago
Balko,OK,36.6044,-100.7926,416,200.7730,2.07,America/Chicago
Ball,LA,31.4095,-92.4010,6253,16.4574,379.95,America/Chicago
Ballantine,MT,45.9086,-108.0803,967,67.8838,14.24,America/Denver
Ballard,WV,37.5202,-80.7501,2158,56.2978,38.33,America/New_York
Ball Ground,GA,34.3358,-84.3475,14606,123.1311,118.62,America/New_York
Ballico,CA,37.4830,-120.6619,871,37.3661,23.31,America/Los_Angeles
Ballinger,TX,31.7387,-99.9363,4578,285.0927,16.06,America/Chicago
Ballston Lake,NY,42.9307,-73.8863,14429,28.8806,499.61,America/New_York
Ballston Spa,NY,43.0025,-73.8680,33456,80.6331,414.92,America/New_York
Ballwin,MO,38.5863,-90.5528,94669,37.2941,2538.44,America/Chicago
Bally,PA,40.4050,-75.5768,1379,1.8018,765.35,America/New_York
Balm,FL,27.7652,-82.2765,204,1.2212,167.05,America/New_York
Balmorhea,TX,31.0053,-103.7619,886,380.0960,2.33,America/Chicago
Balsam,NC,35.3974,-83.0658,160,18.7201,8.55,America/New_York
Balsam Grove,NC,35.2714,-82.8627,375,24.1314,15.54,America/New_York
Balsam Lake,WI,45.4602,-92.3818,2229,40.2160,55.43,America/Chicago
Baltic,CT,41.6429,-72.0753,3290,18.3566,179.23,America/New_York
Baltic,OH,40.4539,-81.7374,3786,31.3015,120.95,America/New_York
Baltic,SD,43.7354,-96.7600,2071,52.9548,39.11,America/Chicago
Baltimore,MD,39.3148,-76.6240,630874,82.3266,7663.06,America/New_York
Baltimore,OH,39.8636,-82.6166,7626,53.6323,142.19,America/New_York
Bamberg,SC,33.2406,-81.0154,6510,130.9127,49.73,America/New_York
Banco,VA,38.4647,-78.2703,23,0.5766,39.89,America/New_York
Bancroft,IA,43.3028,-94.2297,1094,79.6973,13.73,America/Chicago
Bancroft,ID,42.7753,-111.9373,759,266.4104,2.85,America/Boise
Bancroft,MI,42.8618,-84.0788,2677,34.5684,77.44,America/Detroit
Bancroft,NE,42.0124,-96.6322,946,84.9424,11.14,America/Chicago
Bancroft,WI,44.3024,-89.5645,1167,68.2699,17.09,America/Chicago
Bancroft,WV,38.5086,-81.8394,631,0.3145,2006.36,America/New_York
Bandana,KY,37.1459,-88.9455,185,0.8743,211.60,America/Chicago
Bandera,TX,29.7096,-99.0941,9539,247.1830,38.59,America/Chicago
Bandon,OR,43.0743,-124.3592,7572,146.1782,51.80,America/Los_Angeles
Bandy,VA,37.1828,-81.6600,676,34.8007,19.42,America/New_York
Bangor,CA,39.4100,-121.3633,815,20.7022,39.37,America/Los_Angeles
Bangor,ME,44.8492,-68.8448,44572,99.4759,448.07,America/New_York
Bangor,MI,42.3057,-86.1085,5596,60.0174,93.24,America/Detroit
Bangor,PA,40.8530,-75.1717,18029,60.9548,295.78,America/New_York
Bangor,WI,43.9011,-90.9702,2820,77.7720,36.26,America/Chicago
Bangs,TX,31.7012,-99.1599,2840,108.5673,26.16,America/Chicago
Banks,AL,31.8861,-85.7208,1640,150.7636,10.88,America/Chicago
Banks,AR,33.5801,-92.2649,382,70.2338,5.44,America/Chicago
Banks,ID,44.0722,-116.1147,7,5.4054,1.30,America/Boise
Banks,OR,45.6547,-123.1335,5125,52.6269,97.38,America/Los_Angeles
Bankston,AL,33.7159,-87.6789,965,52.4772,18.39,America/Chicago
Banner,KY,37.5588,-82.6883,1499,13.0353,115.00,America/New_York
Banner,MS,34.1342,-89.3788,391,30.8094,12.69,America/Chicago
Banner,WY,44.6003,-106.7955,796,219.5266,3.63,America/Denver
Banner Elk,NC,36.1772,-81.8479,7635,80.3239,95.05,America/New_York
Banning,CA,33.9489,-116.8324,33014,129.6721,254.60,America/Los_Angeles
Bannister,MI,43.1531,-84.4048,844,25.6591,32.89,America/Detroit
Bannock,OH,40.1017,-80.9751,121,0.1107,1093.04,America/New_York
Banquete,TX,27.8051,-97.7923,330,0.5192,635.59,America/Chicago
Bantam,CT,41.7231,-73.2641,1147,5.9048,194.25,America/New_York
Bantry,ND,48.5351,-100.5955,18,13.8997,1.29,America/Chicago
Bapchule,AZ,33.1435,-111.9213,1676,56.2702,29.78,America/Phoenix
Baraboo,WI,43.4960,-89.7288,20528,135.7175,151.26,America/Chicago
Baraga,MI,46.7655,-88.5679,3444,108.1086,31.86,America/Detroit
Barataria,LA,29.7091,-90.1212,1052,3.7540,280.23,America/Chicago
Barbeau,MI,46.2834,-84.1884,489,43.9079,11.14,America/Detroit
Barberton,OH,41.0206,-81.6289,40442,34.3030,1178.96,America/New_York
Barboursville,VA,38.1880,-78.3230,5089,50.9034,99.97,America/New_York
Barboursville,WV,38.3733,-82.2641,13287,52.0298,255.37,America/New_York
Barbourville,KY,36.8822,-83.8865,11814,131.4527,89.87,America/New_York
Barceloneta,PR,18.4412,-66.5592,23974,14.8103,1618.74,America/Puerto_Rico
Barclay,MD,39.1327,-75.8542,839,26.3366,31.86,America/New_York
Barco,NC,36.3612,-75.9911,734,17.7124,41.44,America/New_York
Bard,NM,35.1368,-103.1605,46,177.6069,0.26,America/Denver
Bardolph,IL,40.4993,-90.5630,294,1.1031,266.52,America/Chicago
Bardstown,KY,37.8045,-85.4650,30301,154.9573,195.54,America/New_York
Bardwell,KY,36.8716,-88.9913,2290,94.0610,24.35,America/Chicago
Bardwell,TX,32.2700,-96.7024,615,0.7834,785.04,America/Chicago
Bargersville,IN,39.5130,-86.2054,6725,30.8744,217.82,America/Indiana/Indianapolis
Barhamsville,VA,37.4769,-76.8095,1334,20.3581,65.53,America/New_York
Bar Harbor,ME,44.3852,-68.2711,5425,43.9120,123.54,America/New_York
Baring,MO,40.2994,-92.2504,348,53.7454,6.47,America/Chicago
Baring,WA,47.6638,-121.5130,255,164.0933,1.55,America/Los_Angeles
Barker,NY,43.3344,-78.5255,2379,32.4571,73.30,America/New_York
Barkhamsted,CT,41.9270,-72.9716,3160,28.4401,111.11,America/New_York
Bark River,MI,45.7848,-87.3724,3481,216.7776,16.06,America/Menominee
Barksdale,TX,29.8644,-100.0174,81,52.1238,1.55,America/Chicago
Barksdale Afb,LA,32.5001,-93.5998,4884,58.3815,83.66,America/Chicago
Barling,AR,35.3160,-94.3079,4857,7.6856,631.96,America/Chicago
Barlow,KY,37.0757,-89.0517,1179,36.1281,32.63,America/Chicago
Barnard,KS,39.1711,-98.0425,137,75.5657,1.81,America/Chicago
Barnard,MO,40.1901,-94.8559,825,81.6754,10.10,America/Chicago
Barnard,SD,45.7380,-98.4956,51,5.6261,9.06,America/Chicago
Barnard,VT,43.7120,-72.5910,128,5.8835,21.76,America/New_York
Barnardsville,NC,35.7639,-82.4061,2302,54.5280,42.22,America/New_York
Barnegat,NJ,39.7637,-74.3153,24013,50.4982,475.52,America/New_York
Barnegat Light,NJ,39.7540,-74.1069,344,0.4934,697.20,America/New_York
Barnes,KS,39.6738,-96.8666,396,109.2117,3.63,America/Chicago
Barnes City,IA,41.4750,-92.4732,310,30.6902,10.10,America/Chicago
Barneston,NE,40.0601,-96.5686,110,1.6655,66.05,America/Chicago
Barnesville,GA,33.0573,-84.1251,12940,119.8120,108.00,America/New_York
Barnesville,MD,39.2262,-77.3724,252,2.6297,95.83,America/New_York
Barnesville,MN,46.6481,-96.4314,3674,211.7222,17.35,America/Chicago
Barnesville,OH,39.9880,-81.1741,7066,86.6094,81.58,America/New_York
Barnesville,PA,40.7988,-76.0815,1919,22.1173,86.76,America/New_York
Barnet,VT,44.3136,-72.1095,1070,29.2999,36.52,America/New_York
Barnett,MO,38.3917,-92.7120,2762,92.7316,29.78,America/Chicago
Barneveld,NY,43.2424,-75.1645,1593,16.4455,96.87,America/New_York
Barneveld,WI,43.0023,-89.9026,2196,62.8059,34.96,America/Chicago
Barney,GA,30.9931,-83.5284,972,50.0388,19.42,America/New_York
Barney,ND,46.3092,-97.0005,209,50.4346,4.14,America/Chicago
Barnhart,MO,38.3332,-90.4475,10676,30.5335,349.65,America/Chicago
Barnhart,TX,31.2728,-101.1728,96,123.5526,0.78,America/Chicago
Barnhill,IL,38.2791,-88.3399,144,11.8295,12.17,America/Chicago
Barnsdall,OK,36.5561,-96.1440,1953,121.6221,16.06,America/Chicago
Barnstable,MA,41.7046,-70.3033,2064,4.4745,461.28,America/New_York
Barnstead,NH,43.3346,-71.2892,872,12.9993,67.08,America/New_York
Barnum,IA,42.5150,-94.3861,442,36.3100,12.17,America/Chicago
Barnum,MN,46.5462,-92.6483,3353,154.1190,21.76,America/Chicago
Barnwell,SC,33.2268,-81.4414,11357,264.1542,42.99,America/New_York
Baroda,MI,41.9428,-86.4829,3025,21.2743,142.19,America/Detroit
Barrackville,WV,39.5013,-80.1682,1255,0.6124,2049.31,America/New_York
Barranquitas,PR,18.2016,-66.3087,28755,33.1810,866.61,America/Puerto_Rico
Barre,MA,42.4202,-72.1062,4991,43.4997,114.74,America/New_York
Barre,VT,44.1888,-72.4729,16382,51.5915,317.53,America/New_York
Barren Springs,VA,36.9083,-80.8066,789,6.3731,123.80,America/New_York
Barrett,MN,45.8973,-95.8976,757,71.2876,10.62,America/Chicago
Barrington,IL,42.1523,-88.1635,46087,77.1651,597.25,America/Chicago
Barrington,NH,43.2136,-71.0428,9201,49.9652,184.15,America/New_York
Barrington,NJ,39.8657,-75.0538,5020,1.2282,4087.28,America/New_York
Barrington,RI,41.7444,-71.3146,16192,8.1584,1984.70,America/New_York
Barron,WI,45.3968,-91.8824,5570,89.6078,62.16,America/Chicago
Barronett,WI,45.6559,-92.0319,555,49.8341,11.14,America/Chicago
Barrow,AK,71.2737,-156.7453,4452,21.9812,202.54,America/Anchorage
Barry,IL,39.7091,-91.0278,1933,82.0149,23.57,America/Chicago
Barry,MN,45.5599,-96.5653,5,0.0870,57.47,America/Chicago
Barry,TX,32.0663,-96.6422,1177,54.1002,21.76,America/Chicago
Barryton,MI,43.7508,-85.1497,2064,41.9429,49.21,America/Detroit
Barrytown,NY,42.0037,-73.9207,236,1.9680,119.92,America/New_York
Barryville,NY,41.4886,-74.9119,1284,18.3613,69.93,America/New_York
Barstow,CA,34.9783,-116.9811,33612,261.6464,128.46,America/Los_Angeles
Barstow,IL,41.5138,-90.3607,123,0.9204,133.64,America/Chicago
Barstow,TX,31.4601,-103.4056,598,28.8611,20.72,America/Chicago
Bartelso,IL,38.5198,-89.4729,1820,56.6698,32.12,America/Chicago
Bartlesville,OK,36.7209,-95.9791,41385,215.3355,192.19,America/Chicago
Bartlett,IL,41.9794,-88.2063,42196,19.3422,2181.55,America/Chicago
Bartlett,KS,37.0451,-95.2345,101,11.1418,9.06,America/Chicago
Bartlett,NE,41.9418,-98.5805,274,176.3199,1.55,America/Chicago
Bartlett,NH,44.0806,-71.2921,577,42.0341,13.73,America/New_York
Bartlett,TX,30.8016,-97.4250,2753,65.2110,42.22,America/Chicago
Bartley,NE,40.2208,-100.3036,432,104.2475,4.14,America/Chicago
Bartley,WV,37.3575,-81.7167,192,4.8452,39.63,America/New_York
Barto,PA,40.4070,-75.5884,5126,23.0940,221.96,America/New_York
Barton,MD,39.5460,-79.0405,1104,20.2017,54.65,America/New_York
Barton,NY,42.0744,-76.4076,2028,32.0908,63.20,America/New_York
Barton,OH,40.1035,-80.8381,107,0.1746,612.83,America/New_York
Barton,VT,44.7307,-72.1996,2033,49.6544,40.94,America/New_York
Barton City,MI,44.7009,-83.6536,529,88.8035,5.96,America/Detroit
Bartonsville,PA,41.0169,-75.2897,1859,2.9635,627.30,America/New_York
Bartow,FL,27.8749,-81.8175,27476,126.7448,216.78,America/New_York
Bartow,GA,32.8898,-82.5138,1805,142.2274,12.69,America/New_York
Bartow,WV,38.5840,-79.7014,243,49.3804,4.92,America/New_York
Barwick,GA,30.8799,-83.7230,296,3.0155,98.16,America/New_York
Basalt,CO,39.3861,-106.8855,5929,222.2523,26.68,America/Denver
Basalt,ID,43.3177,-112.1654,327,0.3910,836.32,America/Boise
Basco,IL,40.3196,-91.2260,378,41.6990,9.06,America/Chicago
Bascom,FL,30.9459,-85.0585,1025,52.7673,19.42,America/Chicago
Bascom,OH,41.1335,-83.2889,321,0.3494,918.72,America/New_York
Basehor,KS,39.1552,-94.9412,7047,28.4907,247.34,America/Chicago
Basile,LA,30.4521,-92.5695,3536,67.9232,52.06,America/Chicago
Basin,MT,46.3121,-112.3646,250,193.0510,1.29,America/Denver
Basin,WY,44.3657,-108.1236,2270,224.7312,10.10,America/Denver
Baskerville,VA,36.7015,-78.2868,1253,33.5962,37.30,America/New_York
Baskin,LA,32.3230,-91.6843,1364,64.2248,21.24,America/Chicago
Basking Ridge,NJ,40.6784,-74.5630,27017,23.7075,1139.60,America/New_York
Basom,NY,43.0814,-78.3976,1708,39.4888,43.25,America/New_York
Bassett,NE,42.4023,-99.4864,1181,651.4092,1.81,America/Chicago
Bassett,VA,36.7571,-79.9995,13420,85.2219,157.47,America/New_York
Bassfield,MS,31.4848,-89.7120,2513,55.7629,45.07,America/Chicago
Bass Harbor,ME,44.2310,-68.3403,607,3.5510,170.94,America/New_York
Bass Lake,CA,37.3917,-119.4787,629,134.9212,4.66,America/Los_Angeles
Bastian,VA,37.1673,-81.2138,1522,86.4187,17.61,America/New_York
Bastrop,LA,32.8649,-91.9114,22023,351.3688,62.68,America/Chicago
Bastrop,TX,30.1238,-97.3284,27958,215.0327,130.02,America/Chicago
Basye,VA,38.8294,-78.7979,811,23.5435,34.45,America/New_York
Batavia,IA,41.0176,-92.1525,1367,99.5852,13.73,America/Chicago
Batavia,IL,41.8421,-88.3055,29533,26.5489,1112.40,America/Chicago
Batavia,NY,42.9962,-78.2127,22642,67.1438,337.22,America/New_York
Batavia,OH,39.0975,-84.1377,32525,89.1901,364.67,America/New_York
Batchelor,LA,30.7580,-91.6779,1389,178.7652,7.77,America/Chicago
Batchtown,IL,39.0559,-90.6666,490,22.2576,22.01,America/Chicago
Bates,OR,44.7138,-118.6470,6,23.1661,0.26,America/Los_Angeles
Batesburg,SC,33.8703,-81.5506,10720,161.6802,66.30,America/New_York
Bates City,MO,38.9660,-94.0688,3237,32.8035,98.68,America/Chicago
Batesland,SD,43.1085,-102.2006,507,195.7537,2.59,America/Denver
Batesville,AR,35.7916,-91.6534,26228,317.4509,82.62,America/Chicago
Batesville,IN,39.2920,-85.2158,11499,101.5970,113.18,America/Indiana/Indianapolis
Batesville,MS,34.3047,-89.9560,16287,266.4595,61.12,America/Chicago
Batesville,TX,28.8899,-99.5591,1274,546.5488,2.33,America/Chicago
Bath,IL,40.1525,-90.1789,669,50.6475,13.21,America/Chicago
Bath,IN,39.5007,-84.8415,249,8.7399,28.49,America/Indiana/Indianapolis
Bath,ME,43.8916,-69.8306,10891,28.9803,375.81,America/New_York
Bath,MI,42.8256,-84.4483,5930,28.2316,210.05,America/Detroit
Bath,NC,35.4712,-76.7631,1939,36.5196,53.09,America/New_York
Bath,NH,44.1807,-71.9828,656,24.5906,26.68,America/New_York
Bath,NY,42.3487,-77.3427,12135,118.6164,102.30,America/New_York
Bath,PA,40.7651,-75.4094,11217,32.8597,341.36,America/New_York
Bath,SC,33.5004,-81.8735,971,0.9257,1048.94,America/New_York
Bath,SD,45.4837,-98.3172,775,74.8073,10.36,America/Chicago
Bathgate,ND,48.8819,-97.4345,156,66.9243,2.33,America/Chicago
Bath Springs,TN,35.4364,-88.1056,849,63.0386,13.47,America/Chicago
Baton Rouge,LA,30.4442,-91.0960,378971,224.9550,1684.65,America/Chicago
Batson,TX,30.2343,-94.6022,1129,39.2711,28.75,America/Chicago
Battery Park,VA,36.9961,-76.5706,40,0.1024,390.63,America/New_York
Battiest,OK,34.3878,-94.9167,272,14.7915,18.39,America/Chicago
Battleboro,NC,36.0203,-77.7428,5083,74.6219,68.12,America/New_York
Battle Creek,IA,42.3159,-95.6156,1008,76.3119,13.21,America/Chicago
Battle Creek,MI,42.3356,-85.1772,91048,178.3536,510.49,America/Detroit
Battle Creek,NE,41.9645,-97.6078,1639,63.9213,25.64,America/Chicago
Battle Ground,IN,40.5476,-86.8236,2498,29.4050,84.95,America/Indiana/Indianapolis
Battle Ground,WA,45.8002,-122.5051,37036,78.2686,473.19,America/Los_Angeles
Battle Lake,MN,46.2882,-95.7083,3007,103.6615,29.01,America/Chicago
Battle Mountain,NV,40.4266,-116.9737,5481,2116.2251,2.59,America/Los_Angeles
Battletown,KY,38.0916,-86.3415,969,46.1892,20.98,America/New_York
Baudette,MN,48.6006,-94.5700,2635,462.4449,5.70,America/Chicago
Bauxite,AR,34.5118,-92.4716,4295,59.4376,72.26,America/Chicago
Baxley,GA,31.7774,-82.3474,16247,335.4545,48.43,America/New_York
Baxter,IA,41.8152,-93.1476,1552,41.0432,37.81,America/Chicago
Baxter,KY,36.8863,-83.2876,2424,22.5521,107.48,America/New_York
Baxter,MN,46.3429,-94.2822,8192,20.2883,403.78,America/Chicago
Baxter,TN,36.1199,-85.6649,7220,91.3986,78.99,America/Chicago
Baxter,WV,39.5415,-80.1452,243,0.2214,1097.56,America/New_York
Baxter Springs,KS,37.0332,-94.7859,5602,56.9196,98.42,America/Chicago
Bay,AR,35.7441,-90.5744,2465,41.2009,59.83,America/Chicago
Bayamon,PR,18.3689,-66.1666,184734,37.8298,4883.29,America/Puerto_Rico
Bayard,IA,41.8259,-94.5506,551,32.2337,17.09,America/Chicago
Bayard,NE,41.8258,-103.2884,1911,254.4279,7.51,America/Denver
Bayard,NM,32.7513,-108.1324,2504,7.3298,341.62,America/Denver
Bayard,WV,39.2244,-79.3958,254,19.2294,13.21,America/New_York
Bayboro,NC,35.1860,-76.7062,2584,48.6677,53.09,America/New_York
Bay Center,WA,46.5862,-123.8976,299,9.2356,32.37,America/Los_Angeles
Bay City,MI,43.5796,-83.8999,65700,91.9073,714.85,America/Detroit
Bay City,OR,45.5544,-123.8808,1724,15.7735,109.30,America/Los_Angeles
Bay City,TX,28.8996,-95.8809,23989,538.5001,44.55,America/Chicago
Bay City,WI,44.6088,-92.4324,1148,29.5497,38.85,America/Chicago
Bayfield,CO,37.3400,-107.4787,8774,537.7236,16.32,America/Denver
Bayfield,WI,46.8605,-90.9178,2656,157.7672,16.83,America/Chicago
Baylis,IL,39.7707,-90.8903,524,59.5051,8.81,America/Chicago
Bay Minette,AL,30.8632,-87.7390,22096,387.7868,56.98,America/Chicago
Bayonne,NJ,40.6646,-74.1087,65300,6.0589,10777.53,America/New_York
Bayou La Batre,AL,30.4021,-88.2616,2076,6.8450,303.29,America/Chicago
Bay Pines,FL,27.8086,-82.7745,145,0.5649,256.68,America/New_York
Bayport,MN,45.0118,-92.7789,4262,2.5660,1660.95,America/Chicago
Bayport,NY,40.7452,-73.0551,7565,3.3558,2254.31,America/New_York
Bay Port,MI,43.8324,-83.3502,987,30.2447,32.63,America/Detroit
Bay Saint Louis,MS,30.2664,-89.4704,18016,113.8464,158.25,America/Chicago
Bay Shore,NY,40.7217,-73.2508,68773,18.7378,3670.28,America/New_York
Bayside,CA,40.8211,-124.0453,1724,10.0855,170.94,America/Los_Angeles
Bayside,NY,40.7721,-73.7770,46867,3.1294,14976.35,America/New_York
Bayside,TX,28.1249,-97.2109,440,24.9831,17.61,America/Chicago
Bay Springs,MS,31.9606,-89.2595,4793,127.6267,37.55,America/Chicago
Baytown,TX,29.7688,-94.9328,117793,190.3714,618.75,America/Chicago
Bayview,ID,48.0364,-116.4440,1114,95.5817,11.65,America/Los_Angeles
Bay Village,OH,41.4851,-81.9314,15391,4.4900,3427.84,America/New_York
Bayville,NJ,39.9042,-74.1552,20873,15.8022,1320.89,America/New_York
Bayville,NY,40.9069,-73.5597,6708,1.5200,4413.16,America/New_York
Bazine,KS,38.3796,-99.6831,413,159.4601,2.59,America/Chicago
Beach,ND,47.0833,-103.9281,1357,436.6170,3.11,America/Denver
Beach City,OH,40.6539,-81.5949,2439,19.8671,122.77,America/New_York
Beach Haven,NJ,39.6235,-74.2211,6921,10.8099,640.25,America/New_York
Beach Lake,PA,41.5930,-75.1027,2751,39.6331,69.41,America/New_York
Beachwood,NJ,39.9285,-74.2023,11210,2.8287,3962.95,America/New_York
Beachwood,OH,41.4701,-81.5118,33342,12.9083,2582.99,America/New_York
Beacon,IA,41.2719,-92.6819,368,0.5065,726.55,America/Chicago
Beacon,NY,41.4967,-73.9538,19747,14.4647,1365.19,America/New_York
Beacon Falls,CT,41.4390,-73.0568,6115,9.8008,623.93,America/New_York
Beale Afb,CA,39.1025,-121.3683,1630,13.7112,118.88,America/Los_Angeles
Bealeton,VA,38.5606,-77.7589,9049,38.9502,232.32,America/New_York
Beallsville,MD,39.1835,-77.4226,100,2.2846,43.77,America/New_York
Beallsville,OH,39.8368,-81.0100,1874,64.6031,29.01,America/New_York
Beallsville,PA,40.0679,-80.0238,385,0.7164,537.41,America/New_York
Beals,ME,44.4877,-67.5963,447,4.9452,90.39,America/New_York
Beaman,IA,42.2299,-92.8099,511,39.4596,12.95,America/Chicago
Bean Station,TN,36.3253,-83.3340,6185,39.8007,155.40,America/New_York
Bear,DE,39.5844,-75.6994,38941,26.4332,1473.19,America/New_York
Bear Branch,KY,37.1578,-83.5181,433,29.3302,14.76,America/New_York
Bearcreek,MT,45.1386,-109.1414,270,130.3094,2.07,America/Denver
Bear Creek,AL,34.2242,-87.7501,1285,42.4052,30.30,America/Chicago
Bear Creek,NC,35.6055,-79.3930,3149,70.6881,44.55,America/New_York
Bear Creek,PA,41.1877,-75.7552,252,1.9003,132.61,America/New_York
Bear Creek,WI,44.5424,-88.7431,1347,42.2829,31.86,America/Chicago
Bearden,AR,33.7810,-92.6482,2320,137.8087,16.83,America/Chicago
Beardsley,MN,45.5799,-96.6919,402,81.6911,4.92,America/Chicago
Beardstown,IL,39.9868,-90.4008,7398,79.7872,92.72,America/Chicago
Bear Lake,MI,44.4387,-86.1164,2824,85.1838,33.15,America/Detroit
Bear Lake,PA,41.9579,-79.4656,901,20.8310,43.25,America/New_York
Bear River City,UT,41.6082,-112.1302,729,3.6272,200.98,America/Denver
Bearsville,NY,42.0436,-74.1668,771,13.6553,56.46,America/New_York
Beasley,TX,29.4646,-95.9670,2652,64.8065,40.92,America/Chicago
Beason,IL,40.1450,-89.2036,446,42.0004,10.62,America/Chicago
Beatrice,AL,31.7582,-87.1847,1127,167.3604,6.73,America/Chicago
Beatrice,NE,40.2510,-96.7496,13749,196.6117,69.93,America/Chicago
Beattie,KS,39.8936,-96.4197,395,50.8368,7.77,America/Chicago
Beatty,NV,36.9574,-116.7262,881,261.6584,3.37,America/Los_Angeles
Beatty,OR,42.4766,-121.2823,283,109.2669,2.59,America/Los_Angeles
Beattyville,KY,37.5822,-83.7110,6507,152.2646,42.73,America/New_York
Beaufort,MO,38.4155,-91.1521,1783,41.9768,42.48,America/Chicago
Beaufort,NC,34.8886,-76.5547,11268,207.1713,54.39,America/New_York
Beaufort,SC,32.4173,-80.6795,56488,125.4507,450.28,America/New_York
Beaumont,CA,33.9484,-116.9880,53914,53.7056,1003.88,America/Los_Angeles
Beaumont,KS,37.6765,-96.5498,16,2.5740,6.22,America/Chicago
Beaumont,KY,36.8705,-85.6439,18,0.1237,145.51,America/Chicago
Beaumont,MS,31.1710,-88.9149,2623,93.7727,27.97,America/Chicago
Beaumont,TX,30.0247,-94.1800,145499,396.7896,366.69,America/Chicago
Beauty,KY,37.8381,-82.4452,875,7.6434,114.48,America/New_York
Beaver,AK,66.3831,-147.3217,46,11.1004,4.14,America/Anchorage
Beaver,KY,37.3889,-82.6657,375,3.3208,112.92,America/New_York
Beaver,OH,39.0332,-82.8514,2734,58.9722,46.36,America/New_York
Beaver,OK,36.7161,-100.5025,2304,593.0527,3.88,America/Chicago
Beaver,OR,45.2689,-123.7087,505,77.9926,6.47,America/Los_Angeles
Beaver,PA,40.6980,-80.3654,15321,24.9282,614.61,America/New_York
Beaver,UT,38.3263,-112.5494,3521,94.4073,37.30,America/Denver
Beaver,WA,48.0603,-124.4301,310,99.7430,3.11,America/Los_Angeles
Beaver,WV,37.7595,-81.1155,8038,59.6825,134.68,America/New_York
Beaver Bay,MN,47.2358,-91.3629,75,11.1376,6.73,America/Chicago
Beaver City,NE,40.0948,-99.8477,600,110.3149,5.44,America/Chicago
Beavercreek,OR,45.2512,-122.4601,4213,42.0322,100.23,America/Los_Angeles
Beaver Creek,MN,43.6150,-96.3816,767,51.9544,14.76,America/Chicago
Beaver Crossing,NE,40.7819,-97.2723,593,49.7736,11.91,America/Chicago
Beaverdale,PA,40.3173,-78.7009,83,0.1550,535.48,America/New_York
Beaverdam,OH,40.8316,-83.9723,363,0.5531,656.30,America/New_York
Beaverdam,VA,37.9291,-77.6255,4047,77.3542,52.32,America/New_York
Beaver Dam,KY,37.3524,-86.8709,8969,161.0674,55.68,America/Chicago
Beaver Dam,WI,43.4555,-88.8594,22574,100.7615,224.03,America/Chicago
Beaver Dams,NY,42.2933,-76.9956,3366,75.1225,44.81,America/New_York
Beaver Falls,NY,43.8922,-75.4214,249,0.8154,305.37,America/New_York
